Station,District,Tehsil,Block,Latitude,Longitude,n_2026_months,n_2026_records,first_2026,last_record,full26
Pathrodi,CHITRAKOOT,-,-,25.21556,80.83345,8,670,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Patti (UP-041),PRATAPGARH,PRATAPGARH,-,25.922172,82.198648,7,708,2026-01-01 00:00:00,2026-07-18 00:00:00,False
Paudhiya (UP-070),HAMIRPUR,HAMIRPUR,-,25.896645,80.081072,5,562,2026-01-01 00:00:00,2026-05-30 06:00:00,False
Pawai Khurd (UP-053),AZAMGARH,Azamgarh,-,25.784011,83.096054,5,438,2026-01-01 00:00:00,2026-05-29 18:00:00,False
Perthivipur Nayakh,JHANSI,-,-,25.204661,78.49704,8,495,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Pilkhna Rasool (UP-159),SAHARANPUR,Saharanpur,-,29.92055556,77.34694444,5,565,2026-01-01 00:00:00,2026-05-30 12:00:00,False
Piparaond,CHITRAKOOT,-,-,25.279,81.303,8,658,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Piparhari,BANDA,-,-,25.69246,80.42251,0,0,,2024-12-14 12:00:00,False
Pipra Maafi,MAHOBA,-,-,25.146548,79.666116,6,409,2026-01-09 18:00:00,2026-07-06 12:00:00,False
Pipraundha,HAMIRPUR,-,-,25.72944441,80.06851122,8,673,2026-01-01 18:00:00,2026-09-02 18:00:00,True
"Playground, Chhanikhurd",HAMIRPUR,-,-,25.822593,79.967015,0,0,,2023-09-17 12:00:00,False
"Police Chawki, Natthi Khera",LALITPUR,LALITPUR,-,25.094571,78.574344,7,785,2026-01-01 00:00:00,2026-07-23 12:00:00,False
Police Station Ghathlachura,JHANSI,-,-,25.332507,79.274459,7,757,2026-01-01 18:00:00,2026-07-23 12:00:00,False
Poorv Madhamik Vidhyalaya Kaseti,ETAH,-,-,27.583061,78.649359,9,895,2026-01-01 00:00:00,2026-09-05 18:00:00,True
"Post Office, Benda",BANDA,Banda,-,25.69896,80.626082,7,789,2026-01-01 00:03:00,2026-07-23 12:03:00,False
Pratapgarh City (UP-047),PRATAPGARH,PRATAPGARH,-,25.915395,82.00041,5,571,2026-01-01 06:00:00,2026-05-30 06:00:00,False
"Prathama U.P. Gramin Bank, Mirchwara",LALITPUR,-,-,24.61966,78.494396,0,0,,2025-07-23 12:00:00,False
"Prathmik School, Mau Girwan",BANDA,-,-,25.239082,80.42032,7,762,2026-01-01 12:00:00,2026-07-23 12:00:00,False
"Prathmik School, Raxi",BANDA,-,-,25.113532,80.568636,7,793,2026-01-01 00:00:00,2026-07-23 12:00:00,False
"Prathmik Uchha Vidhyalaya, Sarnawali",MUZAFFARNAGAR,-,-,29.335908,77.35518,7,788,2026-01-01 12:00:00,2026-07-23 12:00:00,False
"Prathmik Vidhayalaya, Chur Bara",MAHOBA,-,-,25.263348,79.935012,7,781,2026-01-01 00:00:00,2026-07-22 18:00:00,False
"Prathmik Vidhayalaya, Makrown",HAMIRPUR,-,-,25.716305,80.101379,7,783,2026-01-01 00:00:00,2026-07-23 06:00:00,False
"Prathmik Vidhayalaya, Rali Chauhan",MEERUT,-,-,28.975052,77.771119,7,792,2026-01-01 00:00:00,2026-07-23 18:00:00,False
"Prathmik Vidhayalaya, Tarsuma",BANDA,-,-,25.215747,80.642153,7,793,2026-01-01 00:00:00,2026-07-23 12:00:00,False
"Prathmik Vidhyala, Riawali Nagla",MUZAFFARNAGAR,-,-,29.246667,77.527235,9,792,2026-01-01 04:33:00,2026-09-04 16:33:00,True
Prathmik Vidhyalaya Akbarpur,JALAUN,-,-,26.016782,79.690003,4,324,2026-01-01 00:00:00,2026-08-15 18:00:00,False
Prathmik Vidhyalaya Bant,LALITPUR,-,-,24.495771,78.370748,9,908,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Prathmik Vidhyalaya Barah Mafi,CHITRAKOOT,-,-,25.015423,81.040419,7,774,2026-01-01 00:00:00,2026-07-23 12:00:00,False
Prathmik Vidhyalaya Barha,JALAUN,-,-,26.104594,79.108455,9,899,2026-01-02 00:00:00,2026-09-05 18:00:00,True
"Prathmik Vidhyalaya Inter College, Mataundh(Gramin)",BANDA,-,-,25.444007,80.159851,7,782,2026-01-01 00:00:00,2026-07-23 12:00:00,False
Prathmik Vidhyalaya Itua Kanar,JALAUN,-,-,26.282317,79.324203,1,12,2026-08-12 00:00:00,2026-08-15 18:00:00,False
Prathmik Vidhyalaya Kubri,CHITRAKOOT,-,-,25.003496,81.165878,7,776,2026-01-01 00:00:00,2026-07-23 12:00:00,False
Prathmik Vidhyalaya Mahugarh,MIRZAPUR,-,-,24.838229,82.263095,9,798,2026-01-01 18:00:00,2026-09-05 12:00:00,True
Prathmik Vidhyalaya Manohari,JALAUN,-,-,25.990895,79.252945,9,892,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Prathmik Vidhyalaya Nagar,CHITRAKOOT,-,-,24.988591,81.056318,7,781,2026-01-01 00:49:00,2026-07-23 12:49:00,False
"Prathmik Vidhyalaya No.1, Valli",MUZAFFARNAGAR,-,-,29.270573,77.517399,7,784,2026-01-02 00:00:00,2026-07-22 18:00:00,False
Prathmik Vidhyalaya Pahalgaon,JHANSI,-,-,25.543517,78.636492,9,896,2026-01-03 00:00:00,2026-09-05 18:00:00,True
Prathmik Vidhyalaya Panchi Khaspur,BAGHPAT,-,-,28.88862,77.36133,7,781,2026-01-01 00:00:00,2026-07-23 12:00:00,False
"Prathmik Vidhyalaya Pani ki Tanki, Khindora",BAGHPAT,-,-,29.006147,77.366099,7,767,2026-01-01 00:00:00,2026-07-23 12:00:00,False
Prathmik Vidhyalaya Pipra Sarvan,DEORIA,-,-,26.219622,83.901575,9,908,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Prathmik Vidhyalaya Sakrouha,CHITRAKOOT,-,-,25.024662,81.186867,7,775,2026-01-01 00:00:00,2026-07-23 06:00:00,False
Prathmik Vidhyalaya Sirasiya Pawar,DEORIA,-,-,26.365128,84.155879,9,908,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Prathmik Vidhyalaya Sujanpur,JHANSI,-,-,25.515435,79.378748,0,0,,2025-01-13 18:00:00,False
Prathmik Vidhyalaya Surajpura,JALAUN,-,-,26.156633,79.400428,0,0,,2025-08-23 18:00:00,False
Prathmik Vidhyalaya Takuli (Durahi Maafi),BANDA,-,-,25.367995,80.523181,9,904,2026-01-01 00:00:00,2026-09-05 18:00:00,True
"Prathmik Vidhyalaya, Aad",MEERUT,-,-,28.865884,77.7894,7,783,2026-01-01 00:00:00,2026-07-23 12:00:00,False
"Prathmik Vidhyalaya, Abdullahpur Mewla",BAGHPAT,-,-,28.922942,77.354441,7,790,2026-01-01 00:00:00,2026-07-23 12:00:00,False
"Prathmik Vidhyalaya, Achi Khurd",MEERUT,-,-,29.002619,77.98364,7,788,2026-01-01 01:42:00,2026-07-23 07:42:00,False
"Prathmik Vidhyalaya, Ahera",BAGHPAT,-,-,28.931969,77.266316,7,788,2026-01-01 02:10:00,2026-07-23 08:10:00,False
"Prathmik Vidhyalaya, AhmadShahPur Padra",BAGHPAT,-,-,28.983832,77.301215,9,891,2026-01-01 00:00:00,2026-09-05 00:00:00,True
"Prathmik Vidhyalaya, Ainjhi",HAMIRPUR,-,-,25.637878,79.797516,7,778,2026-01-01 00:00:00,2026-07-22 00:00:00,False
"Prathmik Vidhyalaya, Alampur Buzurg",MEERUT,-,-,28.913745,77.776263,7,779,2026-01-01 12:00:00,2026-07-23 12:00:00,False
"Prathmik Vidhyalaya, Alipur Aterana",MUZAFFARNAGAR,-,-,29.287362,77.537408,1,55,2026-01-01 00:00:00,2026-01-15 12:00:00,False
"Prathmik Vidhyalaya, Amehra Adipur (CT)",MEERUT,-,-,29.017791,77.753474,7,792,2026-01-01 02:05:00,2026-07-23 08:05:00,False
"Prathmik Vidhyalaya, Anghaura",MAHOBA,-,-,25.497705,79.668358,7,781,2026-01-01 01:11:00,2026-07-23 13:11:00,False
"Prathmik Vidhyalaya, Ataula",MEERUT,-,-,28.813247,77.830412,7,767,2026-01-01 00:00:00,2026-07-22 12:00:00,False
"Prathmik Vidhyalaya, Badhala Kaithwara",MEERUT,-,-,28.909124,77.797888,7,1575,2026-01-01 00:00:00,2026-07-23 16:26:00,False
"Prathmik Vidhyalaya, Badousa",BANDA,-,-,25.243569,80.653652,7,786,2026-01-01 00:00:00,2026-07-23 12:00:00,False
"Prathmik Vidhyalaya, Baghu",BAGHPAT,-,-,28.971711,77.253011,0,0,,2024-09-26 12:00:00,False
"Prathmik Vidhyalaya, Bahadurkalan",MAHOBA,PANWARI,PANWARI,25.38722222,79.44805556,7,780,2026-01-02 12:00:00,2026-07-23 12:00:00,False
"Prathmik Vidhyalaya, Bahchaula",MEERUT,-,-,29.036116,77.771097,7,787,2026-01-01 00:00:00,2026-07-23 12:00:00,False
"Prathmik Vidhyalaya, Bahramgarh",MUZAFFARNAGAR,-,-,29.355924,77.484572,7,786,2026-01-01 05:17:00,2026-07-23 11:17:00,False
"Prathmik Vidhyalaya, Bali",BAGHPAT,-,-,28.969875,77.284814,9,811,2026-01-01 05:15:00,2026-09-04 17:15:00,True
"Prathmik Vidhyalaya, Barat Pahari",MAHOBA,-,-,25.370567,79.891752,7,786,2026-01-01 04:21:00,2026-07-23 10:21:00,False
"Prathmik Vidhyalaya, Barenda Buzurg",MAHOBA,-,-,25.575736,79.731108,0,0,,2025-09-05 18:00:00,False
"Prathmik Vidhyalaya, Barsia",BAGHPAT,-,-,29.006155,77.404733,7,760,2026-01-02 00:00:00,2026-07-22 18:00:00,False
"Prathmik Vidhyalaya, Barua Kalinjar",BANDA,-,-,25.110136,80.495351,7,776,2026-01-01 03:52:00,2026-07-23 09:52:00,False
"Prathmik Vidhyalaya, Basahari",BANDA,-,-,25.359225,80.115365,7,773,2026-01-01 00:00:00,2026-07-23 12:00:00,False
"Prathmik Vidhyalaya, Basaud",BAGHPAT,-,-,28.981974,77.323013,7,781,2026-01-01 11:17:00,2026-07-23 11:17:00,False
"Prathmik Vidhyalaya, Bhatewara Khurd",MAHOBA,-,-,25.352748,79.652413,7,773,2026-01-01 00:00:00,2026-07-23 00:00:00,False
"Prathmik Vidhyalaya, Bhudhera",BAGHPAT,-,-,29.026126,77.309778,2,197,2026-01-01 00:00:00,2026-02-28 00:00:00,False
"Prathmik Vidhyalaya, Bichhawahi",BANDA,-,-,25.660909,80.468997,7,792,2026-01-01 00:00:00,2026-07-23 06:00:00,False
"Prathmik Vidhyalaya, Bichpari Kamali",BAGHPAT,-,-,29.018045,77.297872,9,854,2026-01-01 03:54:00,2026-09-04 09:54:00,True
"Prathmik Vidhyalaya, Biharipur",BAGHPAT,-,-,29.041019,77.21419,9,807,2026-01-01 00:12:00,2026-09-04 12:00:00,True
"Prathmik Vidhyalaya, Bihta",MEERUT,-,-,29.062848,77.795382,7,750,2026-01-01 00:00:00,2026-07-17 06:00:00,False
"Prathmik Vidhyalaya, Bihuni",HAMIRPUR,-,-,25.642026,79.740762,0,0,,2025-08-24 06:00:00,False
"Prathmik Vidhyalaya, Bitaoda",MUZAFFARNAGAR,-,-,29.253343,77.457961,5,563,2026-01-01 00:00:00,2026-05-27 12:00:00,False
"Prathmik Vidhyalaya, Chamraha",BANDA,-,-,25.397184,80.185744,7,781,2026-01-01 00:00:00,2026-07-23 12:00:00,False
"Prathmik Vidhyalaya, Chandheri",MUZAFFARNAGAR,-,-,29.260533,77.494782,7,792,2026-01-01 04:49:00,2026-07-23 10:49:00,False
"Prathmik Vidhyalaya, Chapra Meheshpur",BAGHPAT,-,-,28.99911,77.312856,0,0,,2025-08-02 12:00:00,False
"Prathmik Vidhyalaya, Chhani",HAMIRPUR,-,-,25.600676,79.724076,4,434,2026-01-01 00:00:00,2026-04-28 06:00:00,False
"Prathmik Vidhyalaya, Chhikahra",MAHOBA,-,-,25.360148,79.863187,7,777,2026-01-01 00:00:00,2026-07-23 12:00:00,False
"Prathmik Vidhyalaya, Chouhalda",BAGHPAT,-,-,28.938384,77.285484,7,790,2026-01-02 12:00:00,2026-07-23 12:00:00,False
"Prathmik Vidhyalaya, Daharra",BANDA,-,-,25.341426,79.970158,7,781,2026-01-01 01:16:00,2026-07-23 07:16:00,False
"Prathmik Vidhyalaya, Datavali Gesupur",MEERUT,-,-,28.95214,77.780339,7,789,2026-01-01 00:00:00,2026-07-23 12:00:00,False
"Prathmik Vidhyalaya, Daulatpur",BAGHPAT,-,-,28.935439,77.387739,7,785,2026-01-01 00:00:00,2026-07-23 12:00:00,False
"Prathmik Vidhyalaya, Dhir Khera",MEERUT,-,-,28.770013,77.774507,7,789,2026-01-01 00:00:00,2026-07-23 12:00:00,False
"Prathmik Vidhyalaya, Didhora  Sadullapur",BAGHPAT,-,-,29.032115,77.296782,9,804,2026-01-01 00:00:00,2026-09-04 12:00:00,True
"Prathmik Vidhyalaya, Dojha Nagla",BAGHPAT,-,-,29.043251,77.314008,7,776,2026-01-01 06:00:00,2026-07-23 00:00:00,False
"Prathmik Vidhyalaya, Doula",BAGHPAT,-,-,28.95697,77.336225,9,881,2026-01-01 02:17:00,2026-09-01 14:17:00,True
"Prathmik Vidhyalaya, Dubariya",BANDA,-,-,25.221132,80.651162,6,661,2026-01-01 00:00:00,2026-06-29 00:00:00,False
"Prathmik Vidhyalaya, Dungar",MUZAFFARNAGAR,-,-,29.319877,77.366867,7,756,2026-01-01 18:00:00,2026-07-17 18:00:00,False
"Prathmik Vidhyalaya, Etawan",BANDA,-,-,25.423941,80.253261,7,780,2026-01-01 00:00:00,2026-07-23 12:00:00,False
"Prathmik Vidhyalaya, Fakharpur Kabatta",MEERUT,-,-,28.79445,77.776513,7,788,2026-01-01 02:20:00,2026-07-23 08:20:00,False
"Prathmik Vidhyalaya, Fatehpur",BAGHPAT,-,-,28.998067,77.358283,7,781,2026-01-01 00:00:00,2026-07-23 12:00:00,False
"Prathmik Vidhyalaya, Fatehpur poothi",BAGHPAT,-,-,29.061511,77.337792,7,772,2026-01-01 00:00:00,2026-07-23 00:00:00,False
"Prathmik Vidhyalaya, Garhi Nawabad",MUZAFFARNAGAR,-,-,29.36381,77.4663,7,787,2026-01-01 00:00:00,2026-07-23 12:00:00,False
"Prathmik Vidhyalaya, Garhmal Pur",MUZAFFARNAGAR,-,-,29.333923,77.430168,7,791,2026-01-01 14:13:00,2026-07-23 14:13:00,False
"Prathmik Vidhyalaya, Gauripur jawaharnagar",BAGHPAT,-,-,28.989767,77.222892,7,793,2026-01-01 00:00:00,2026-07-23 12:00:00,False
"Prathmik Vidhyalaya, Gauspur",BAGHPAT,-,-,28.980214,77.34775,7,787,2026-01-01 01:16:00,2026-07-23 13:16:00,False
"Prathmik Vidhyalaya, Goyara Mugali",BANDA,-,-,25.4808,80.236971,7,785,2026-01-01 00:00:00,2026-07-23 12:00:00,False
"Prathmik Vidhyalaya, Gwalikhera",BAGHPAT,-,-,29.015218,77.340526,9,800,2026-01-01 02:01:00,2026-09-04 14:01:00,True
"Prathmik Vidhyalaya, Habibpur Nagla",BAGHPAT,-,-,28.947745,77.442738,5,474,2026-01-01 00:00:00,2026-05-03 06:00:00,False
"Prathmik Vidhyalaya, Hadaha Mafi",BANDA,-,-,25.275542,80.652393,7,782,2026-01-01 00:00:00,2026-07-23 06:00:00,False
"Prathmik Vidhyalaya, Hariya Khera",MUZAFFARNAGAR,-,-,29.274112,77.336727,7,1574,2026-01-01 00:00:00,2026-07-23 12:00:00,False
"Prathmik Vidhyalaya, Husainpur Kala",MUZAFFARNAGAR,-,-,29.329363,77.462908,7,782,2026-01-01 00:56:00,2026-07-23 12:56:00,False
"Prathmik Vidhyalaya, Islamabad Chhilora",MEERUT,-,-,28.994009,77.784579,7,780,2026-01-01 00:00:00,2026-07-23 12:00:00,False
"Prathmik Vidhyalaya, Jaitpur",MUZAFFARNAGAR,-,-,29.367931,77.452758,7,790,2026-01-01 03:58:00,2026-07-23 15:58:00,False
"Prathmik Vidhyalaya, Jasori",MEERUT,-,-,28.845294,77.83939,7,791,2026-01-01 11:26:00,2026-07-23 11:26:00,False
"Prathmik Vidhyalaya, Jaspura",BANDA,-,-,25.812825,80.372303,7,783,2026-01-01 00:00:00,2026-07-23 12:00:00,False
"Prathmik Vidhyalaya, Jirawathi",MEERUT,-,-,28.5575,77.7708,7,800,2026-01-01 00:00:00,2026-07-23 12:00:00,False
"Prathmik Vidhyalaya, Jitholi",MEERUT,-,-,28.917731,77.782844,7,760,2026-01-01 18:00:00,2026-07-23 12:00:00,False
"Prathmik Vidhyalaya, Kaili",MEERUT,-,-,28.789282,77.759373,7,787,2026-01-01 00:00:00,2026-07-23 12:00:00,False
"Prathmik Vidhyalaya, Kali Pahari",MAHOBA,-,-,25.34519,79.927847,7,796,2026-01-01 00:00:00,2026-07-23 12:00:00,False
"Prathmik Vidhyalaya, Kankua",MAHOBA,-,-,25.32169,79.405975,7,782,2026-01-01 00:00:00,2026-07-23 06:00:00,False
"Prathmik Vidhyalaya, Karam Alipur",BAGHPAT,-,-,29.010108,77.321337,7,768,2026-01-01 00:00:00,2026-07-22 18:00:00,False
"Prathmik Vidhyalaya, Karaunda Mahajan 137 Kaarar",MUZAFFARNAGAR,-,-,29.359255,77.392725,7,776,2026-01-01 00:00:00,2026-07-23 00:00:00,False
"Prathmik Vidhyalaya, Kashipur",MAHOBA,-,-,25.358544,79.301971,0,0,,2025-09-06 00:00:00,False
"Prathmik Vidhyalaya, Kastala Shamshernagar",MEERUT,-,-,29.012068,77.834863,0,0,,2025-08-02 12:00:00,False
"Prathmik Vidhyalaya, Katiliaha",FATEHPUR,-,-,25.947553,80.538464,9,904,2026-01-01 00:00:00,2026-09-05 18:00:00,True
"Prathmik Vidhyalaya, Kaul",MEERUT,-,-,28.853523,77.793108,7,791,2026-01-01 03:16:00,2026-07-23 09:16:00,False
"Prathmik Vidhyalaya, Khairajpur",GHAZIABAD,-,-,28.817925,77.434281,1,12,2026-08-12 00:00:00,2026-08-15 18:00:00,False
"Prathmik Vidhyalaya, Khairaukalan",MAHOBA,-,-,25.340889,79.376092,7,782,2026-01-01 00:00:00,2026-07-23 12:00:00,False
"Prathmik Vidhyalaya, Khampur",BAGHPAT,-,-,29.060907,77.189343,9,801,2026-01-01 00:00:00,2026-09-04 12:00:00,True
"Prathmik Vidhyalaya, Khandaila",SHRAWASTI,-,-,27.550013,81.860046,1,12,2026-08-12 00:00:00,2026-08-15 18:00:00,False
"Prathmik Vidhyalaya, Kharka",BAGHPAT,-,-,28.900317,77.394764,7,771,2026-01-01 00:00:00,2026-07-23 12:00:00,False
"Prathmik Vidhyalaya, Kharkhari",MEERUT,-,-,28.84405,77.78141,4,406,2026-01-01 00:00:00,2026-04-23 06:00:00,False
"Prathmik Vidhyalaya, Kharkhauda",MEERUT,-,-,28.836977,77.70567,0,0,,2025-08-02 06:00:00,False
"Prathmik Vidhyalaya, Khaspur",MEERUT,-,-,28.82178,77.769306,7,798,2026-01-01 11:45:00,2026-07-23 11:45:00,False
"Prathmik Vidhyalaya, Khera Islampur",BAGHPAT,-,-,29.04786,77.24112,9,799,2026-01-01 11:20:00,2026-09-04 11:20:00,True
"Prathmik Vidhyalaya, Kurawa",MUZAFFARNAGAR,-,-,29.34512,77.432771,7,786,2026-01-01 00:00:00,2026-07-23 12:00:00,False
"Prathmik Vidhyalaya, Lama",BANDA,-,-,25.579916,80.385285,7,789,2026-01-01 00:00:00,2026-07-23 12:00:00,False
"Prathmik Vidhyalaya, Lilwah",MAHOBA,-,-,25.373547,79.320957,7,782,2026-01-01 00:00:00,2026-07-22 18:00:00,False
"Prathmik Vidhyalaya, Luhara",BAGHPAT,-,-,28.994649,77.395968,7,781,2026-01-01 12:00:00,2026-07-23 12:00:00,False
"Prathmik Vidhyalaya, Makarndpur",FATEHPUR,-,-,25.971392,80.327558,9,900,2026-01-01 00:00:00,2026-09-05 18:00:00,True
"Prathmik Vidhyalaya, Makrandpur ogti",BAGHPAT,-,-,28.910608,77.387757,7,784,2026-01-01 00:00:00,2026-07-23 06:00:00,False
"Prathmik Vidhyalaya, Mandwara",MUZAFFARNAGAR,-,-,29.303054,77.443132,7,784,2026-01-01 00:00:00,2026-07-22 18:00:00,False
"Prathmik Vidhyalaya, Marwari",MAHOBA,-,-,25.341014,79.377195,7,768,2026-01-01 00:00:00,2026-07-22 18:00:00,False
"Prathmik Vidhyalaya, Mavi Khurd",BAGHPAT,-,-,29.013208,77.445174,7,788,2026-01-01 03:08:00,2026-07-23 09:08:00,False
"Prathmik Vidhyalaya, Medpur",MEERUT,-,-,28.969047,77.80315,9,878,2026-01-01 03:50:00,2026-09-04 09:50:00,True
"Prathmik Vidhyalaya, Morna",MEERUT,-,-,29.000523,77.834183,0,0,,2025-07-29 06:00:00,False
"Prathmik Vidhyalaya, Murlipur Phool",MEERUT,-,-,28.927677,77.786733,7,781,2026-01-02 12:00:00,2026-07-23 12:00:00,False
"Prathmik Vidhyalaya, Nagla Mal",MEERUT,-,-,28.891195,77.830372,7,792,2026-01-01 01:23:00,2026-07-23 13:23:00,False
"Prathmik Vidhyalaya, Nakra",MAHOBA,-,-,25.491293,79.502199,7,796,2026-01-01 06:00:00,2026-07-23 00:00:00,False
"Prathmik Vidhyalaya, Nalpur",MEERUT,-,-,28.818258,77.750484,7,789,2026-01-01 11:14:00,2026-07-23 11:14:00,False
"Prathmik Vidhyalaya, Nehlawa",SIDDHARTHNAGAR,-,-,27.220485,82.895274,9,884,2026-01-01 00:00:00,2026-09-05 18:00:00,True
"Prathmik Vidhyalaya, Nethla",BAGHPAT,-,-,29.002433,77.202731,7,784,2026-01-01 03:54:00,2026-07-23 09:54:00,False
"Prathmik Vidhyalaya, Niwada",BAGHPAT,-,-,28.981508,77.203824,0,0,,2025-08-10 12:00:00,False
"Prathmik Vidhyalaya, Niwaich",BANDA,-,-,25.681224,80.413844,7,781,2026-01-01 00:17:00,2026-07-23 12:17:00,False
"Prathmik Vidhyalaya, Niwali",BAGHPAT,-,-,28.979074,77.289869,0,0,,2025-08-02 12:00:00,False
"Prathmik Vidhyalaya, Pabla",MEERUT,-,-,29.052333,77.803169,7,778,2026-01-01 00:00:00,2026-07-23 06:00:00,False
"Prathmik Vidhyalaya, Pachgaon Patti Amar Singh",MEERUT,-,-,28.932357,77.822729,7,800,2026-01-01 12:00:00,2026-07-23 12:00:00,False
"Prathmik Vidhyalaya, Pachgaon Patti Sanwal",MEERUT,-,-,28.93831,77.824128,7,790,2026-01-01 00:00:00,2026-07-23 12:00:00,False
"Prathmik Vidhyalaya, Pachpera",MEERUT,-,-,28.981202,77.816746,0,0,,2025-08-02 00:00:00,False
"Prathmik Vidhyalaya, Pali",BAGHPAT,-,-,28.914363,77.239756,7,783,2026-01-01 00:00:00,2026-07-23 12:00:00,False
"Prathmik Vidhyalaya, Panchi",MEERUT,-,-,28.796286,77.747494,7,785,2026-01-01 00:00:00,2026-07-22 18:00:00,False
"Prathmik Vidhyalaya, Parasoli",MUZAFFARNAGAR,-,-,29.281625,77.380236,7,787,2026-01-01 00:00:00,2026-07-23 12:00:00,False
"Prathmik Vidhyalaya, Pateora",HAMIRPUR,-,-,25.914483,80.239415,7,777,2026-01-01 00:44:00,2026-07-23 12:44:00,False
"Prathmik Vidhyalaya, Pathakpura",MAHOBA,-,-,25.434349,79.466203,5,524,2026-01-01 12:00:00,2026-05-19 06:00:00,False
"Prathmik Vidhyalaya, Pawala Begumbad",BAGHPAT,-,-,28.916369,77.302352,4,344,2026-01-01 00:00:00,2026-04-04 18:00:00,False
"Prathmik Vidhyalaya, Phaprana",GHAZIABAD,-,-,28.833155,77.553142,9,904,2026-01-01 00:00:00,2026-09-05 18:00:00,True
"Prathmik Vidhyalaya, Poother",BAGHPAT,-,-,28.971202,77.389036,7,784,2026-01-01 00:00:00,2026-07-23 12:00:00,False
"Prathmik Vidhyalaya, Poothi Bhrahman",BAGHPAT,-,-,28.982428,77.273125,7,776,2026-01-01 00:00:00,2026-07-23 12:00:00,False
"Prathmik Vidhyalaya, Pouhar",BANDA,-,-,25.297893,80.7278,7,789,2026-01-01 00:00:00,2026-07-23 12:00:00,False
"Prathmik Vidhyalaya, Rajpur Chajpur",MUZAFFARNAGAR,-,-,29.292285,77.353547,7,796,2026-01-01 12:00:00,2026-07-23 06:00:00,False
"Prathmik Vidhyalaya, Ramnagar",BAGHPAT,-,-,29.021858,77.382751,9,804,2026-01-01 00:00:00,2026-09-04 12:00:00,True
"Prathmik Vidhyalaya, Rampur Aterna",MUZAFFARNAGAR,-,-,29.320386,77.421822,7,775,2026-01-01 01:55:00,2026-07-23 13:55:00,False
"Prathmik Vidhyalaya, Rasulpur Aurangabad",MEERUT,-,-,28.997607,77.812705,7,777,2026-01-01 01:21:00,2026-07-23 01:21:00,False
"Prathmik Vidhyalaya, Reshamgarh urf Muradgaon",BAGHPAT,-,-,28.941999,77.387449,1,7,2026-01-01 00:00:00,2026-01-02 12:00:00,False
"Prathmik Vidhyalaya, Saidkhas",BAGHPAT,-,-,28.978135,77.422384,7,787,2026-01-01 00:00:00,2026-07-23 12:00:00,False
"Prathmik Vidhyalaya, Salwlpur Kheri",BAGHPAT,-,-,28.90858,77.31208,7,794,2026-01-01 03:52:00,2026-07-23 09:52:00,False
"Prathmik Vidhyalaya, Sangawali Aher",BAGHPAT,-,-,28.968159,77.404176,7,773,2026-01-01 00:00:00,2026-07-23 00:00:00,False
"Prathmik Vidhyalaya, Sarai",MUZAFFARNAGAR,-,-,29.286229,77.416532,7,775,2026-01-01 13:17:00,2026-07-23 13:17:00,False
"Prathmik Vidhyalaya, Shahjahanpur Niwada",BAGHPAT,-,-,28.980624,77.433749,7,797,2026-01-01 05:38:00,2026-07-23 11:38:00,False
"Prathmik Vidhyalaya, Shahjahanpur_1",GHAZIABAD,-,-,28.839868,77.620735,9,888,2026-01-02 00:00:00,2026-09-05 18:00:00,True
"Prathmik Vidhyalaya, Sial",MEERUT,-,-,28.967639,77.82895,4,377,2026-01-01 00:00:00,2026-04-07 00:00:00,False
"Prathmik Vidhyalaya, Sikhera",MEERUT,-,-,28.378498,77.767616,7,786,2026-01-01 00:00:00,2026-07-23 12:00:00,False
"Prathmik Vidhyalaya, Sikhera_1",BAGHPAT,-,-,28.918155,77.368565,9,886,2026-01-01 00:00:00,2026-09-05 00:00:00,True
"Prathmik Vidhyalaya, Sisoli",MEERUT,-,-,28.914955,77.813828,7,792,2026-01-01 05:19:00,2026-07-23 11:19:00,False
"Prathmik Vidhyalaya, Surajpur Mahanawa",BAGHPAT,-,-,28.940625,77.275228,0,0,,2025-09-05 18:00:00,False
"Prathmik Vidhyalaya, Sururpur Kalan",BAGHPAT,-,-,29.027765,77.233232,7,782,2026-01-01 00:00:00,2026-07-23 12:00:00,False
"Prathmik Vidhyalaya, Taiya",MAHOBA,-,-,27.95938,78.083019,7,792,2026-01-01 00:00:00,2026-07-23 12:00:00,False
"Prathmik Vidhyalaya, Taizullahpur",BAGHPAT,-,-,29.02142,77.204972,8,782,2026-01-01 00:00:00,2026-09-04 12:00:00,True
"Prathmik Vidhyalaya, Thavai",FATEHPUR,-,-,25.858831,80.592363,9,758,2026-01-01 00:00:00,2026-09-05 18:00:00,True
"Prathmik Vidhyalaya, Tiyodhi",BAGHPAT,-,-,29.051201,77.240014,7,791,2026-01-01 00:00:00,2026-07-23 12:00:00,False
"Prathmik Vidhyalaya, Uldhan",MEERUT,-,-,28.800758,77.715372,7,788,2026-01-01 04:34:00,2026-07-23 10:34:00,False
"Prathmik Vidhyalaya, Umrai",MAHOBA,-,-,25.335693,79.367456,7,779,2026-01-01 23:52:00,2026-07-22 23:52:00,False
