Station,District,Tehsil,Block,Latitude,Longitude,n_2026_months,n_2026_records,first_2026,last_record,full26,reason
390713- Jairampur PMS -Shallow,VARANASI,-,-,25.41945,83.03,5,544,2026-01-01 00:00:00,2026-05-30 00:00:00,False,telemetry_stale
750523- Kakalpur PMS -Medium,VARANASI,-,-,25.4325,82.97945,6,242,2026-01-01 06:00:00,2026-06-02 18:00:00,False,telemetry_stale
750718- Primary Sch Matuka -Medium,VARANASI,-,-,25.34417,82.76806,2,106,2026-01-01 00:00:00,2026-02-02 00:00:00,False,telemetry_stale
750825- Primary Sch Shivrampur -Medium,VARANASI,-,-,28.43944,82.97611,1,57,2026-01-01 00:00:00,2026-01-14 18:41:00,False,telemetry_stale
Aadarsh Kisaan Inter College Bhabhuwa,BANDA,-,-,25.625229,80.777277,1,12,2026-08-12 00:00:00,2026-08-15 18:00:00,False,sparse_2026
Aadarsh Prathmik Vidhyalaya Mahua,SIDDHARTHNAGAR,-,-,27.245413,83.001053,7,624,2026-01-01 00:00:00,2026-08-15 18:00:00,False,sparse_2026
Aagan Waadi Kender Dwarkapur,FATEHPUR,-,-,26.118428,80.342773,7,564,2026-01-01 00:00:00,2026-09-05 18:00:00,False,sparse_2026
Aaganwadi Kender Kakrawali,ETAH,-,-,27.5818,78.607615,5,418,2026-05-13 12:00:00,2026-09-05 18:00:00,False,sparse_2026
Aaganwadi Kender Khanjarpur,GHAZIABAD,-,-,28.809543,77.60082,1,12,2026-08-12 00:00:00,2026-08-15 18:00:00,False,sparse_2026
Aanganwadi Kendra,BAGHPAT,-,-,28.910131,77.42507,7,794,2026-01-01 00:00:00,2026-07-23 12:00:00,False,telemetry_stale
Aanganwadi kendra,MEERUT,-,-,28.87292,77.825438,7,794,2026-01-01 00:00:00,2026-07-23 06:00:00,False,telemetry_stale
"Aanganwadi kendra, Barhara",HAMIRPUR,-,-,25.838538,79.690104,7,762,2026-01-01 00:00:00,2026-07-23 06:00:00,False,telemetry_stale
Aasao Pura,LALITPUR,-,-,24.89788,78.47971,7,551,2026-02-01 00:00:00,2026-09-05 18:00:00,False,sparse_2026
Abdullahpur Primary School -Medium,MEERUT,-,-,28.99111,77.76167,5,573,2026-01-01 00:00:00,2026-05-30 00:00:00,False,telemetry_stale
Abhauli (UP-153),SANT RAVIDAS NAGAR,St Ravidas Nagar,-,25.44555556,82.36944444,2,153,2026-01-01 00:00:00,2026-02-08 00:00:00,False,telemetry_stale
Adari_2,BANDA,-,-,25.80405,80.47383,6,494,2026-02-01 00:00:00,2026-09-05 18:00:00,False,sparse_2026
Aganwadi Kendra Rupauli,CHITRAKOOT,-,-,25.345757,81.210246,7,784,2026-01-01 12:00:00,2026-07-23 12:00:00,False,telemetry_stale
Agra City (UP-017),AGRA,AGRA,-,27.21555556,78.08833333,5,566,2026-01-01 12:00:00,2026-05-30 06:00:00,False,telemetry_stale
Ahmad Ganj,CHITRAKOOT,-,-,25.222,80.884,5,440,2026-02-01 00:00:00,2026-08-26 06:00:00,False,sparse_2026
Ahmadpur Savant (UP-163),SAHARANPUR,Saharanpur,-,29.99055556,77.39555556,6,567,2026-01-01 06:00:00,2026-06-03 18:00:00,False,telemetry_stale
Airayan  (UP-023),FATEHPUR,Fatehpur,-,25.833624,81.184345,5,495,2026-01-01 00:00:00,2026-05-30 00:00:00,False,telemetry_stale
Aligarh Chandaus Chuharpur,AGRA,-,-,28.008239,77.983395,9,749,2026-01-23 10:50:00,2026-09-05 18:00:00,False,late_start
Aligarh Gonda Chuhurpur Kinala,AGRA,-,-,27.840112,77.845126,7,492,2026-01-12 00:00:00,2026-08-29 00:00:00,False,sparse_2026
Alipur Aterna_1,MUZAFFARNAGAR,-,-,29.23,77.512,3,257,2026-02-01 00:00:00,2026-04-18 00:00:00,False,telemetry_stale
Allaiha Badhaiya,CHITRAKOOT,-,-,25.06057666,81.1390887,7,438,2026-02-01 00:00:00,2026-09-05 18:00:00,False,sparse_2026
Amauli (UP-027),FATEHPUR,Fatehpur,-,26.012168,80.297794,5,549,2026-01-01 00:00:00,2026-05-30 06:00:00,False,telemetry_stale
Amgaon (UP-067),HAMIRPUR,HAMIRPUR,-,25.661966,79.580432,1,76,2026-01-01 00:00:00,2026-01-19 13:29:00,False,telemetry_stale
Amliha_1,CHITRAKOOT,-,-,25.239118,80.694062,7,460,2026-02-01 00:00:00,2026-09-04 18:00:00,False,sparse_2026
Asafpur (UP-077),BUDAUN,Budaun,-,28.362584,79.003897,5,567,2026-01-01 00:00:00,2026-05-30 12:00:00,False,telemetry_stale
Ashapur Dak Banglow-Malawan-Medium,FATEHPUR,-,-,26.18833333,80.5475,5,569,2026-01-01 00:00:00,2026-05-30 00:00:00,False,telemetry_stale
Ashapur Dak Banglow-Malawan-Shallow,FATEHPUR,-,-,26.18833333,80.5475,5,553,2026-01-01 00:00:00,2026-05-30 00:00:00,False,telemetry_stale
Atarahat,BANDA,-,-,25.65498,80.43243,4,295,2026-01-01 06:00:00,2026-04-17 00:00:00,False,telemetry_stale
Atrada Pi_1,MEERUT,-,-,28.834626,77.821875,6,428,2026-01-03 00:00:00,2026-07-19 00:00:00,False,telemetry_stale
Aurai (UP-150),SANT RAVIDAS NAGAR,St Ravidas Nagar,-,25.25916667,82.55416667,1,49,2026-01-01 00:00:00,2026-01-15 00:00:00,False,telemetry_stale
"BDO, Bhojpur, Medium",GHAZIABAD,-,-,28.789167,77.636111,5,569,2026-01-01 00:00:00,2026-05-30 00:00:00,False,telemetry_stale
"BDO, Loni, Shallow",GHAZIABAD,-,-,28.765556,77.299444,5,565,2026-01-01 00:00:00,2026-05-30 00:00:00,False,telemetry_stale
BHIKHANIPUR PRATHMIK VIDYALAYA,FATEHPUR,-,-,25.955898,80.395203,1,8,2026-08-08 00:00:00,2026-08-11 12:00:00,False,sparse_2026
Baba BelkharNath Dham (UP-045),PRATAPGARH,PRATAPGARH,-,25.820808,81.515117,5,558,2026-01-01 06:00:00,2026-05-30 06:00:00,False,telemetry_stale
Badagaon_1,HAMIRPUR,-,-,25.904996,80.198812,7,662,2026-01-01 00:00:00,2026-09-05 18:00:00,False,sparse_2026
Bagadari,CHITRAKOOT,-,-,25.017728,81.104314,7,552,2026-02-01 00:00:00,2026-09-05 18:00:00,False,sparse_2026
Baghura_1,JHANSI,-,-,25.16264,78.47427,7,482,2026-02-01 00:00:00,2026-09-05 18:00:00,False,sparse_2026
Bahuwa (UP-024),FATEHPUR,Fatehpur,-,25.840595,80.625738,2,130,2026-01-01 00:00:00,2026-02-02 06:00:00,False,telemetry_stale
Baije mau,HAMIRPUR,-,-,25.704,80.29987,3,283,2026-02-01 00:00:00,2026-04-19 00:00:00,False,telemetry_stale
Bajehta_1,HAMIRPUR,-,-,25.86608,79.922976,3,261,2026-02-01 00:00:00,2026-04-18 00:00:00,False,telemetry_stale
Bamboari,CHITRAKOOT,-,-,25.22022746,81.37499835,7,441,2026-01-01 00:00:00,2026-09-04 00:00:00,False,sparse_2026
Bamer,JHANSI,-,-,25.43376,78.41873,4,259,2026-02-01 00:00:00,2026-07-11 12:00:00,False,telemetry_stale
Bamhauri Khurd,MAHOBA,-,-,25.317235,79.679068,4,377,2026-01-01 12:00:00,2026-04-17 00:00:00,False,telemetry_stale
Banda Bisndha Para,CHITRAKOOT,-,-,25.381345,80.670083,1,85,2026-01-01 00:00:00,2026-01-23 00:00:00,False,telemetry_stale
Bandari,CHITRAKOOT,-,-,25.135018,80.743632,6,504,2026-02-01 00:00:00,2026-09-05 18:00:00,False,sparse_2026
Bansi_1,BANDA,-,-,25.27275,80.422008,7,552,2026-02-01 00:00:00,2026-09-05 18:00:00,False,sparse_2026
Barachh_1,CHITRAKOOT,-,-,25.147497,80.758293,7,589,2026-01-01 00:00:00,2026-09-05 18:00:00,False,sparse_2026
Bareilly City (UP-078),BAREILLY,Bareilly,-,28.17638889,79.26388889,3,271,2026-01-01 06:00:00,2026-03-17 00:00:00,False,telemetry_stale
Barsada Maanpur,BANDA,-,-,25.12553611,80.37395556,5,367,2026-02-01 00:00:00,2026-07-21 18:00:00,False,telemetry_stale
Basariya,HAMIRPUR,-,-,25.903882,79.719534,7,623,2026-01-01 06:00:00,2026-09-05 18:00:00,False,sparse_2026
Baukhar,HAMIRPUR,-,-,25.857576,79.59957,7,525,2026-01-01 00:00:00,2026-08-10 06:00:00,False,sparse_2026
Bdo Office Ambiapur-AMBIAPUR-Shallow,BUDAUN,-,-,28.137269,78.916144,2,106,2026-01-01 12:00:00,2026-02-03 18:00:00,False,telemetry_stale
Berrav (UP-061),BANDA,Banda,-,25.522775,80.815365,5,538,2026-01-01 00:00:00,2026-05-30 06:00:00,False,telemetry_stale
Bhagwatpur,CHITRAKOOT,-,-,25.142,80.686,6,432,2026-01-01 00:00:00,2026-07-20 18:00:00,False,telemetry_stale
Bhujpur_1,HAMIRPUR,-,-,25.262426,79.902595,3,261,2026-02-01 00:00:00,2026-04-18 00:00:00,False,telemetry_stale
Bighana_1,BANDA,-,-,25.3935513,80.504225,6,502,2026-01-01 00:00:00,2026-07-26 12:00:00,False,telemetry_stale
Bihasara (UP-148),MIRZAPUR,Mirzapur,-,25.144139,82.368129,5,566,2026-01-01 12:00:00,2026-05-30 06:00:00,False,telemetry_stale
Bihuni Kalan,HAMIRPUR,-,-,25.64288,79.74203,6,472,2026-02-01 00:00:00,2026-09-05 18:00:00,False,sparse_2026
Bijauli_1,MEERUT,-,-,28.863545,77.757646,6,512,2026-02-01 00:00:00,2026-08-31 12:00:00,False,sparse_2026
Bijli Ghar,MEERUT,-,-,28.921519,77.808687,7,792,2026-01-01 00:00:00,2026-07-23 12:00:00,False,telemetry_stale
"Bilsi Naveen Mandi, Block-Ambiapur-AMBIAPUR-Medium",BUDAUN,-,-,28.121373,78.910688,2,106,2026-01-01 12:00:00,2026-02-03 18:00:00,False,telemetry_stale
"Bilsi Naveen Mandi, Block-Ambiapur-AMBIAPUR-Shallow",BUDAUN,-,-,28.121373,78.910688,4,445,2026-01-01 00:00:00,2026-04-27 00:00:00,False,telemetry_stale
Bisauli (UP-076),BUDAUN,Budaun,-,28.276805,78.891713,5,484,2026-01-01 00:00:00,2026-05-29 18:00:00,False,telemetry_stale
Biwar (UP-068),HAMIRPUR,HAMIRPUR,-,25.761768,79.923672,1,28,2026-01-20 18:00:00,2026-01-27 12:00:00,False,telemetry_stale
"Block Development Office, Medium",VARANASI,-,-,25.5,82.83,5,597,2026-01-01 00:00:00,2026-05-30 00:00:00,False,telemetry_stale
"Block Development Office, Pura Mahadev-Pilana-Medium",BAGHPAT,-,-,28.99694444,77.44888889,5,559,2026-01-01 00:00:00,2026-05-30 00:00:00,False,telemetry_stale
"Block Development Office, Pura Mahadev-Pilana-Shallow",BAGHPAT,-,-,28.99694444,77.44888889,5,578,2026-01-01 00:00:00,2026-05-30 00:00:00,False,telemetry_stale
"Block Development Office, Shallow",VARANASI,-,-,25.47,83.13,5,530,2026-01-01 00:00:00,2026-05-29 18:00:00,False,telemetry_stale
"Block Development Office, Shallow_1",VARANASI,-,-,25.5,82.83,3,253,2026-01-01 00:00:00,2026-03-09 00:00:00,False,telemetry_stale
Block Development Office-Baghara-Medium,MUZAFFARNAGAR,-,-,29.46,77.564,5,552,2026-01-01 06:00:00,2026-05-30 00:00:00,False,telemetry_stale
Block Development Office-Baghara-Shallow,MUZAFFARNAGAR,-,-,29.46,77.564,5,557,2026-01-01 00:00:00,2026-05-30 00:00:00,False,telemetry_stale
Block Development Office-Kasganj-Medium,Kansiram Nagar,-,-,27.81583333,78.65777778,1,122,2026-01-01 00:00:00,2026-01-31 06:00:00,False,telemetry_stale
Block Development Office-Kasganj-Shallow,KAUSHAMBI,-,-,27.81583333,78.65777778,5,554,2026-01-01 00:00:00,2026-05-30 00:00:00,False,telemetry_stale
Block Development Office-Khekra-Medium,BAGHPAT,-,-,28.86972222,77.28805556,5,574,2026-01-01 00:00:00,2026-05-30 00:00:00,False,telemetry_stale
Block Development Office-Nangal-Medium,SAHARANPUR,-,-,29.75,77.625,5,561,2026-01-01 00:00:00,2026-05-30 00:00:00,False,telemetry_stale
Block Development Office-Nangal-Shallow,SAHARANPUR,-,-,29.75,77.625,5,471,2026-01-01 00:00:00,2026-05-30 06:00:00,False,telemetry_stale
Block Development Office-Rajpura-Shallow,MEERUT,-,-,29.00388889,77.77111111,5,568,2026-01-01 06:00:00,2026-05-30 00:00:00,False,telemetry_stale
Broundha (UP-139),MIRZAPUR,Mirzapur,-,24.74451,82.355991,5,432,2026-01-01 00:00:00,2026-05-29 18:00:00,False,telemetry_stale
Budhana (UP-156),MUZAFFARNAGAR,MUZAFFARNAGAR,-,29.6036,77.912966,5,588,2026-01-01 00:00:00,2026-05-30 00:00:00,False,telemetry_stale
Budhanpur (UP-158),SAHARANPUR,Saharanpur,-,29.800337,77.274542,2,168,2026-01-01 00:00:00,2026-02-15 00:00:00,False,telemetry_stale
Bukara,JHANSI,-,-,25.26080678,79.18139055,7,598,2026-01-01 00:00:00,2026-08-23 12:00:00,False,sparse_2026
Burhara (UP-002),AGRA,AGRA,-,26.963575,77.842584,5,580,2026-01-01 00:00:00,2026-05-30 00:00:00,False,telemetry_stale
Chandpurwa,HAMIRPUR,-,-,25.78401,80.16123,7,532,2026-02-01 00:00:00,2026-09-05 18:00:00,False,sparse_2026
Chedi Basail_1,HAMIRPUR,-,-,25.811403,79.888339,4,259,2026-02-01 00:00:00,2026-06-26 11:24:00,False,telemetry_stale
Chhaprauli (UP-054),BAGHPAT,BAGHPAT,-,29.25,77.21055556,3,289,2026-01-01 00:00:00,2026-03-14 00:00:00,False,telemetry_stale
Chhimauli,HAMIRPUR,-,-,25.65158,80.126,8,534,2026-01-30 18:00:00,2026-09-05 18:00:00,False,late_start
Chhirka,HAMIRPUR,-,-,25.622252,80.070791,5,386,2026-02-01 00:00:00,2026-07-27 06:00:00,False,telemetry_stale
Chilbila (UP-037),PRATAPGARH,PRATAPGARH,-,25.955556,81.961667,1,61,2026-01-01 00:00:00,2026-01-16 00:00:00,False,telemetry_stale
Chitrakoot Manikpur Biyur,CHITRAKOOT,Chitrakoot,-,25.211319,80.024,9,762,2026-01-17 18:00:00,2026-09-05 18:00:00,False,late_start
Chunar (UP-145),MIRZAPUR,Mirzapur,-,25.15422,82.967094,7,728,2026-01-01 00:00:00,2026-07-18 00:00:00,False,telemetry_stale
Circuit House-Balli Kheri-Medium,SAHARANPUR,-,-,29.965069,77.5242628,5,565,2026-01-01 00:00:00,2026-05-30 00:00:00,False,telemetry_stale
Circuit House-Balli Kheri-Shallow,SAHARANPUR,-,-,29.965069,77.5242628,5,577,2026-01-01 00:00:00,2026-05-30 00:00:00,False,telemetry_stale
Circuit House-Deoband-Medium,SAHARANPUR,-,-,29.6838901,77.6836216,5,565,2026-01-01 00:00:00,2026-05-30 12:00:00,False,telemetry_stale
Circuit House-Deoband-Shallow,SAHARANPUR,-,-,29.6838901,77.6836216,5,557,2026-01-01 00:00:00,2026-05-30 00:00:00,False,telemetry_stale
"Civil Line Police Chauki, Razapur, Medium",GHAZIABAD,-,-,28.0525,77.035,5,581,2026-01-01 00:00:00,2026-05-30 00:00:00,False,telemetry_stale
"Civil Line Police Chauki, Razapur, Shallow",GHAZIABAD,-,-,28.0525,77.035,3,313,2026-01-01 02:55:00,2026-03-23 02:55:00,False,telemetry_stale
Composite School Bhitthi,SHRAWASTI,-,-,27.516843,82.004028,1,12,2026-08-12 00:00:00,2026-08-15 18:00:00,False,sparse_2026
Composite School Erawni,LALITPUR,-,-,24.564665,78.4207,1,12,2026-08-12 00:00:00,2026-08-15 18:00:00,False,sparse_2026
Composite School Jarar,BANDA,-,-,25.321336,80.360599,7,781,2026-01-01 01:43:00,2026-07-23 01:43:00,False,telemetry_stale
Composite School Jarifnagar,BUDAUN,-,-,28.15678,78.613206,7,586,2026-01-01 00:00:00,2026-09-05 18:00:00,False,sparse_2026
Composite School Larauni,JHANSI,-,-,25.304739,79.210748,7,797,2026-01-01 03:05:00,2026-07-23 15:05:00,False,telemetry_stale
Composite School Rampur Kalyan,CHITRAKOOT,-,-,25.005561,81.063886,7,780,2026-01-01 12:00:00,2026-07-23 12:00:00,False,telemetry_stale
Composite School Rampur Kathwar,LALITPUR,-,-,24.94612,78.63188,7,797,2026-01-01 00:35:00,2026-07-23 12:35:00,False,telemetry_stale
Composite School Siriheera,VARANASI,-,-,25.347158,82.753179,3,220,2026-01-01 00:00:00,2026-08-15 18:00:00,False,sparse_2026
"Composite School, Chandheri",MUZAFFARNAGAR,-,-,29.265567,77.485478,7,788,2026-01-01 04:32:00,2026-07-23 16:32:00,False,telemetry_stale
"Composite School, Jobani",BANDA,-,-,25.210124,80.589609,7,792,2026-01-01 00:00:00,2026-07-23 12:00:00,False,telemetry_stale
"Composite School, Kahiniya",MAHOBA,-,-,25.380467,79.352459,7,783,2026-01-01 00:00:00,2026-07-23 12:00:00,False,telemetry_stale
"Composite School, Paswara",MAHOBA,-,-,25.299169,79.94983,7,772,2026-01-02 00:00:00,2026-07-22 18:00:00,False,telemetry_stale
"Composite School, Ranjitpur",BANDA,-,-,25.138053,80.420963,7,792,2026-01-01 06:00:00,2026-07-23 00:00:00,False,telemetry_stale
"Composite School, Tikariya",MAHOBA,-,-,25.358166,79.372487,7,740,2026-01-01 00:00:00,2026-07-22 18:00:00,False,telemetry_stale
"Compost School, Sadha",BANDA,-,-,25.0884,80.528738,7,758,2026-01-01 00:00:00,2026-07-23 06:00:00,False,telemetry_stale
Dagarwaha,JHANSI,-,-,25.471944,78.421389,7,554,2026-02-01 00:00:00,2026-09-05 18:00:00,False,sparse_2026
Danaura Silwarnagar_1,BAGHPAT,-,-,29.030556,77.331944,5,422,2026-01-01 00:00:00,2026-07-22 12:00:00,False,telemetry_stale
"Dav Degree College, Kundal-Barauli Ahir-Medium",AGRA,-,-,27.10416667,78.15388889,5,566,2026-01-01 00:00:00,2026-05-30 00:00:00,False,telemetry_stale
"Dav Degree College, Kundal-Barauli Ahir-Shallow",AGRA,-,-,27.10416667,78.15388889,5,317,2026-01-01 00:00:00,2026-05-30 00:00:00,False,telemetry_stale
Deeh (UP-151),SANT RAVIDAS NAGAR,St Ravidas Nagar,-,25.251851,82.340776,3,271,2026-01-01 00:00:00,2026-03-14 10:52:00,False,telemetry_stale
Deoria Bankata Sohanpur,GORAKHPUR,-,-,26.254274,84.073869,5,355,2026-01-01 00:00:00,2026-09-05 00:00:00,False,sparse_2026
Deoria Barhaj Barhaj,GORAKHPUR,-,-,26.279088,83.726383,9,786,2026-01-19 18:00:00,2026-09-04 00:00:00,False,late_start
Deoria Lar Harkhauli,GORAKHPUR,-,-,26.205293,83.929132,9,724,2026-01-19 18:00:00,2026-09-05 00:00:00,False,late_start
Devganpura,MAHOBA,Mahoba,-,25.426043,79.466593,7,793,2026-01-01 00:00:00,2026-07-23 00:00:00,False,telemetry_stale
Dhagwan_1,HAMIRPUR,-,-,25.839054,79.638227,7,595,2026-01-01 00:00:00,2026-09-05 18:00:00,False,sparse_2026
"Dhangaul Panchayat, Dhangaul",LALITPUR,TALBEHAT,TALBEHAT,24.89055556,78.64,7,789,2026-01-01 00:00:00,2026-07-23 00:00:00,False,telemetry_stale
Dohatara,BANDA,-,-,25.73334,80.5042,7,612,2026-01-01 00:00:00,2026-08-18 12:00:00,False,sparse_2026
Doramafi,CHITRAKOOT,-,-,25.004621,80.903493,8,600,2026-01-18 00:00:00,2026-09-05 18:00:00,False,late_start
"Dr. Bhim Rao Ambedkar Primary School, Amara",BANDA,JASPURA,JASPURA,25.77027778,80.34444444,7,776,2026-01-01 00:00:00,2026-07-23 12:00:00,False,telemetry_stale
Firojpur Phakuwa (UP-028),FATEHPUR,Fatehpur,-,25.97,80.908889,1,17,2026-01-01 00:00:00,2026-01-05 00:00:00,False,telemetry_stale
Gada Navin,BANDA,-,-,25.18076,80.43521,7,488,2026-02-01 00:00:00,2026-09-05 18:00:00,False,sparse_2026
Garha_2,HAMIRPUR,-,-,25.71578,80.32802,5,275,2026-02-01 00:00:00,2026-08-11 14:42:00,False,sparse_2026
Gaurikalan (UP-064),BANDA,Banda,-,25.826402,80.341111,5,265,2026-01-01 06:00:00,2026-05-29 18:00:00,False,telemetry_stale
Ghaziabad City (UP-093),GHAZIABAD,GHAZIABAD,-,28.675833,77.431116,5,563,2026-01-01 00:00:00,2026-05-30 12:00:00,False,telemetry_stale
Gidurha,CHITRAKOOT,-,-,24.983366,81.156082,6,432,2026-02-01 00:00:00,2026-09-05 18:00:00,False,sparse_2026
"Girl Primary School, Asthaun",MAHOBA,-,-,25.394207,79.719657,7,785,2026-01-01 04:13:00,2026-07-23 10:13:00,False,telemetry_stale
"Girls Primary School, Bhaura",HAMIRPUR,-,-,25.888485,80.340965,7,778,2026-01-01 05:18:00,2026-07-23 11:18:00,False,telemetry_stale
"Girls Primary School, Luhargawn",MAHOBA,-,-,25.391245,79.362289,6,665,2026-01-01 00:00:00,2026-06-25 06:00:00,False,telemetry_stale
Gorakhpur Belghat Bela,GORAKHPUR,Gorakhpur,-,26.43956,83.200321,8,791,2026-01-16 15:51:00,2026-08-27 12:00:00,False,late_start
Gorakhpur Gola Nibi Dubey-2,GORAKHPUR,Gorakhpur,-,26.29987,83.41756,9,786,2026-01-16 13:14:00,2026-09-05 18:00:00,False,late_start
Goshala Mawal Kalan,CHITRAKOOT,-,-,25.30198,81.38856,7,789,2026-01-01 00:00:00,2026-07-22 06:00:00,False,telemetry_stale
Goshala Tiluli,CHITRAKOOT,-,-,25.240443,81.43013,7,792,2026-01-01 00:00:00,2026-07-23 12:00:00,False,telemetry_stale
Government Polytechnic Fatehpur Narayanpur-Telyani-Medium,FATEHPUR,-,-,25.96666667,80.78666667,5,553,2026-01-01 00:00:00,2026-05-30 00:00:00,False,telemetry_stale
Government Polytechnic Fatehpur Narayanpur-Telyani-Shallow,FATEHPUR,-,-,25.96666667,80.78666667,4,450,2026-01-01 00:00:00,2026-04-27 00:00:00,False,telemetry_stale
"Gram Panchayat Office, Matanat Nagar",BAGHPAT,-,-,28.99831,77.425428,7,784,2026-01-01 00:00:00,2026-07-23 18:00:00,False,telemetry_stale
"Gram Panchayat Office, Rajapur",JHANSI,-,-,25.390369,78.35514,3,261,2026-02-01 00:00:00,2026-04-19 00:00:00,False,telemetry_stale
"Gram Panchayat Sachivalaya, Bhandara",MAHOBA,-,-,25.16067,79.834401,7,785,2026-01-01 01:44:00,2026-07-23 13:44:00,False,telemetry_stale
"Gram Panchayat goshala, Sahoorpur",BANDA,-,-,25.726134,80.484619,7,793,2026-01-01 00:00:00,2026-07-23 12:00:00,False,telemetry_stale
Gundela_1,HAMIRPUR,-,-,25.616906,79.750963,3,261,2026-02-01 00:00:00,2026-04-19 00:00:00,False,telemetry_stale
Gurukul Inter College-Meerut-Shallow,MEERUT,-,-,28.981186,77.714493,5,553,2026-01-01 00:00:00,2026-05-30 00:00:00,False,telemetry_stale
Gwabali/Chaupura,JHANSI,-,-,25.17054,78.43797,7,556,2026-02-01 00:00:00,2026-09-05 18:00:00,False,sparse_2026
Gyanpur (UP-152),SANT RAVIDAS NAGAR,St Ravidas Nagar,-,25.375536,82.456182,5,509,2026-01-01 00:00:00,2026-05-30 00:00:00,False,telemetry_stale
Hanna vinayak,CHITRAKOOT,-,-,25.301016,81.292986,6,475,2026-02-01 00:00:00,2026-09-05 18:00:00,False,sparse_2026
Hasipur (UP-144),MIRZAPUR,Mirzapur,-,25.137507,82.858271,5,559,2026-01-01 00:00:00,2026-05-30 12:00:00,False,telemetry_stale
Haswa (UP-022),FATEHPUR,Fatehpur,-,25.53925,81.228361,5,523,2026-01-01 00:00:00,2026-05-30 06:00:00,False,telemetry_stale
Hathgaon (UP-026),FATEHPUR,Fatehpur,-,25.864921,81.127138,5,561,2026-01-01 06:00:00,2026-05-30 06:00:00,False,telemetry_stale
"Health Center, Akbarpur Girwan",BANDA,-,-,25.290693,80.35944,7,781,2026-01-01 00:00:00,2026-07-22 18:00:00,False,telemetry_stale
"Health Center, Kalauli Jar",HAMIRPUR,-,-,25.860934,80.055763,7,775,2026-01-01 02:25:00,2026-07-23 02:25:00,False,telemetry_stale
High School_2,BAGHPAT,-,-,28.998314,77.425395,7,786,2026-01-01 00:00:00,2026-07-23 12:00:00,False,telemetry_stale
Ichora_1,HAMIRPUR,-,-,25.871036,79.542624,7,470,2026-01-01 00:00:00,2026-09-05 18:00:00,False,sparse_2026
Indrapura_2,HAMIRPUR,-,-,25.87192222,79.7010351,6,463,2026-02-01 00:00:00,2026-09-05 18:00:00,False,sparse_2026
"Inter College, Bamrauli-Baraut-Medium",BAGHPAT,-,-,29.10416667,77.26861111,5,565,2026-01-01 00:00:00,2026-05-30 00:00:00,False,telemetry_stale
"Inter College, Bamrauli-Baraut-Shallow",BAGHPAT,-,-,29.10416667,77.26861111,5,579,2026-01-01 00:00:00,2026-05-30 12:00:00,False,telemetry_stale
"Inter College, Bhadoi, Shallow",SANT RAVIDAS NAGAR,-,-,25.383272,82.553291,5,532,2026-01-01 00:00:00,2026-05-30 00:00:00,False,telemetry_stale
"Inter College, Bhadoi-Bhadoi-Medium",SANT RAVIDAS NAGAR,-,-,25.383272,82.553291,5,567,2026-01-01 00:00:00,2026-05-30 00:00:00,False,telemetry_stale
"Inter College, Nipura-Binauli-Shallow",BAGHPAT,-,-,29.229167,77.401667,5,561,2026-01-01 00:00:00,2026-05-30 12:00:00,False,telemetry_stale
"Inter College, Pratapur, Medium",MEERUT,-,-,29.170581,78.039529,2,141,2026-01-01 00:00:00,2026-02-05 00:00:00,False,telemetry_stale
"Inter College, Pratapur, Shallow",MEERUT,-,-,29.170581,78.039529,2,153,2026-01-01 00:00:00,2026-02-13 00:00:00,False,telemetry_stale
Jakha_1,MAHOBA,-,-,25.471516,79.466345,7,518,2026-02-01 00:00:00,2026-09-05 18:00:00,False,sparse_2026
Jalala_1,HAMIRPUR,-,-,25.889639,80.237526,6,427,2026-02-01 00:00:00,2026-09-05 18:00:00,False,sparse_2026
Jalaun (UP-115),JALAUN,JALAUN,-,26.135542,79.33413,5,580,2026-01-01 00:00:00,2026-05-30 06:00:00,False,telemetry_stale
Jamalpur (UP-146),MIRZAPUR,Mirzapur,-,25.147657,83.090524,5,488,2026-01-01 06:00:00,2026-05-29 18:00:00,False,telemetry_stale
Jamua Bajar (UP-149),MIRZAPUR,Mirzapur,-,25.203346,82.705092,5,549,2026-01-01 00:00:00,2026-05-30 00:00:00,False,telemetry_stale
"Janta Inter College, Kharkhauda, Medium",MEERUT,-,-,28.843055,77.741942,5,548,2026-01-01 06:00:00,2026-05-30 00:00:00,False,telemetry_stale
"Janta Inter College, Kharkhauda, Shallow",MEERUT,-,-,28.843055,77.741942,5,557,2026-01-01 00:00:00,2026-05-30 00:00:00,False,telemetry_stale
Jaunpur Jalalpur Marahi,VARANASI,-,-,25.588366,82.852917,9,782,2026-01-16 18:00:00,2026-09-05 18:00:00,False,late_start
Jaunpur Jalalpur Mathurapur,VARANASI,-,-,25.606294,82.843363,9,758,2026-01-16 18:00:00,2026-09-05 18:00:00,False,late_start
Jaunpur Rampur Prithvipur,VARANASI,-,-,25.446892,82.681823,9,374,2026-01-28 12:38:00,2026-09-05 18:00:00,False,late_start
Jawar /Jhabar,LALITPUR,-,-,25.14884,78.56618,4,335,2026-02-01 00:00:00,2026-08-27 06:00:00,False,sparse_2026
Jharar,LALITPUR,-,-,25.12981438,78.49342005,5,369,2026-02-01 00:00:00,2026-09-05 18:00:00,False,sparse_2026
Jitakiri Danda,HAMIRPUR,-,-,25.88535,79.60473,7,494,2026-01-08 12:00:00,2026-09-05 18:00:00,False,sparse_2026
