Station,District,Tehsil,Block,Latitude,Longitude,n_2026_months,n_2026_records,first_2026,last_record,full26
ASHADHA PRATHMIK VIDYALAYA,KAUSHAMBI,-,-,25.441184,81.392245,9,822,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Aagan Wadi Kendra Chandni,JALAUN,-,-,25.929918,79.141493,9,900,2026-01-02 00:00:00,2026-09-05 18:00:00,True
Aaganwadi Kendra Pakri Bazaar,DEORIA,-,-,26.402128,83.682103,9,902,2026-01-01 00:00:00,2026-09-05 18:00:00,True
"Adarsh Primary School, Dubar Kalan",MIRZAPUR,-,-,24.969207,82.40254,9,821,2026-01-01 00:00:00,2026-09-05 12:00:00,True
Agan Wadi Kendra Kuchendu,BANDA,-,-,25.517708,80.72346,9,900,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Alakchandra Inter college Bhinga,SHRAWASTI,-,-,27.70074,81.93912,9,807,2026-01-01 00:00:00,2026-09-05 12:00:00,True
Aligarh Chandaus  Somana,AGRA,-,-,28.051907,77.940847,8,826,2026-01-01 00:00:00,2026-08-24 00:00:00,True
Aligarh Chandaus Maharajpur,AGRA,-,-,28.036628,77.935134,8,884,2026-01-01 00:00:00,2026-08-29 00:00:00,True
Aligarh Jawa Bahadurpur Kota,AGRA,-,-,28.028578,78.035291,9,796,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Aligarh Jawa Jamalpur Siya,AGRA,-,-,27.980335,78.0421724,9,750,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Aligarh Jawa Sogera,AGRA,-,-,28.082428,78.045757,9,837,2026-01-01 06:00:00,2026-09-05 18:00:00,True
Aligarh Khair Arrana,AGRA,-,-,27.931641,77.885149,9,913,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Aligarh Khair Utwara,AGRA,-,-,27.975292,77.905854,8,794,2026-01-01 00:00:00,2026-08-29 00:00:00,True
Aligarh Lodha Aisi Kol,AGRA,-,-,27.819827,78.05289,9,849,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Aligarh Lodha Mahrawalpur Nagariya,AGRA,-,-,27.930579,78.028279,9,861,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Amchurnirua,CHITRAKOOT,-,-,25.024236,80.949377,8,653,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Amlour,BANDA,-,-,25.73234167,80.37475,8,678,2026-01-01 18:00:00,2026-09-05 18:00:00,True
"Anganwadi Kedra, Baini",SONBHADRA,-,-,24.723333,83.325833,9,805,2026-01-01 00:00:00,2026-09-05 12:00:00,True
Aryavart Madhyamik Vidhyalaya Sindhora,MIRZAPUR,-,-,25.098525,82.805053,9,813,2026-01-01 00:00:00,2026-09-05 12:00:00,True
Aswaniya Pr. Vid.,AZAMGARH,DHEKMA,DHEKMA,25.80388889,82.90472222,9,815,2026-01-01 00:00:00,2026-09-05 12:00:00,True
Awagarh (UP-005),ETAH,Etah,-,27.449722,78.483889,9,806,2026-01-01 00:00:00,2026-09-05 00:00:00,True
Azamgarh Ahiraula Bahera,AZAMGARH,-,-,26.208262,82.89867,9,931,2026-01-01 00:00:00,2026-09-03 10:05:00,True
Azamgarh Ahiraula Kandara,AZAMGARH,-,-,26.141442,82.844798,9,922,2026-01-01 00:00:00,2026-09-01 18:00:00,True
Azamgarh Atrauliya Atrauliya,AZAMGARH,-,-,26.345894,82.924121,9,832,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Azamgarh Jahanganj Godhaura,AZAMGARH,-,-,25.981226,83.241639,9,923,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Azamgarh Lalganj Lalganj,AZAMGARH,-,-,25.802837,83.023635,9,917,2026-01-01 00:00:00,2026-09-05 00:00:00,True
Azamgarh Palhana Balahi Lahucha,AZAMGARH,-,-,25.756585,83.08177,9,813,2026-01-01 06:00:00,2026-09-05 18:00:00,True
Azamgarh Palhana Jamui Bhatauli,AZAMGARH,-,-,25.764525,83.105885,9,815,2026-01-01 00:00:00,2026-09-01 00:00:00,True
Azamgarh Pavai Velasiya,AZAMGARH,-,-,26.08387,82.77718,9,937,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Azamgarh Sathiyavn Gajahada,AZAMGARH,-,-,26.066121,83.279559,9,849,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Azamgarh Thekama Bardah,AZAMGARH,-,-,25.808029,82.851187,9,934,2026-01-01 00:00:00,2026-09-05 18:00:00,True
B.D.O Office Bhatini,DEORIA,-,-,26.3795695,83.9241858,9,811,2026-01-01 00:00:00,2026-09-05 12:00:00,True
B.D.O. Office Lar,DEORIA,-,-,26.217608,83.964194,9,900,2026-01-01 00:00:00,2026-09-05 18:00:00,True
"B.D.O. Office, Binauli",BAGHPAT,-,-,29.093959,77.399455,9,834,2026-01-01 00:00:00,2026-09-05 12:00:00,True
BADHANI PRATHMIK VIDYALAYA,GORAKHPUR,-,-,26.652848,83.249116,9,826,2026-01-01 00:00:00,2026-09-05 12:00:00,True
BANI KHAS C.V. VIDYALAYA,KAUSHAMBI,-,-,25.371537,81.365493,9,802,2026-01-01 00:00:00,2026-09-05 18:00:00,True
BANSGAON PRATHMIK VIDYALAYA,GORAKHPUR,-,-,26.554779,83.344517,9,835,2026-01-01 00:00:00,2026-09-05 12:00:00,True
Babina Rular,JHANSI,-,-,25.23668,78.48107,8,693,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Badaun Salarpur BDO Office,BAREILLY,-,-,28.069433,79.13294,9,799,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Badaun Ujhani Sports Stadium,BAREILLY,-,-,28.029062,79.098363,9,843,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Badaun Usawan BDO Office,BAREILLY,-,-,27.810859,79.348935,9,812,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Badhai Khurd Pr. Vid.,MUZAFFARNAGAR,CHARTHAWAL,CHARTHAWAL,29.54611111,77.65583333,9,807,2026-01-01 00:00:00,2026-09-05 12:00:00,True
Badhouli,HAMIRPUR,-,-,25.83808,79.57949,8,681,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Baghora_1,MAHOBA,-,-,25.151588,79.405231,8,649,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Baghpat Meerut Kheda Balrampur Itiyara,MEERUT,-,-,28.890512,77.67112,9,922,2026-01-01 00:00:00,2026-09-05 12:00:00,True
Banda Baberu Anvan,CHITRAKOOT,-,-,25.571618,80.72094,9,786,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Banda Baberu Umrehani,CHITRAKOOT,-,-,25.534149,80.755587,9,864,2026-01-01 06:00:00,2026-09-04 00:00:00,True
Banda Badokhar Khurd Chatgan,CHITRAKOOT,-,-,25.574309,80.303325,9,875,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Banda Bisndha Mrooli,CHITRAKOOT,-,-,25.420368,80.721114,9,839,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Banda Kamasin Tilowsa,CHITRAKOOT,-,-,25.504452,80.834118,9,814,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Banda Tindwari Bhindowra,CHITRAKOOT,-,-,25.651513,80.492621,9,829,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Bdo Office Campus Pipraich,GORAKHPUR,-,-,26.819999,83.519995,9,827,2026-01-01 00:00:00,2026-09-05 12:00:00,True
Bhadarwara  P_1,JHANSI,-,-,25.21805556,79.18027778,8,676,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Bhitari_2,CHITRAKOOT,-,-,25.22511,81.384666,8,692,2026-01-01 06:00:00,2026-09-05 18:00:00,True
Bijijauri_1,MAHOBA,-,-,25.113551,79.448837,8,679,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Birdha /Poorabirdha,LALITPUR,-,-,25.1202,78.56495,8,647,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Block Deoria Campus Deoria Sadar,DEORIA,Deoria,-,26.4768311,83.7782245,9,832,2026-01-01 18:00:00,2026-09-05 12:00:00,True
Block Development Office-Khekra-Shallow,BAGHPAT,-,-,28.86972222,77.28805556,9,906,2026-01-01 00:00:00,2026-09-05 00:00:00,True
"Block Office, Kurara",HAMIRPUR,-,-,25.978748,79.984396,9,840,2026-01-01 00:00:00,2026-09-05 18:00:00,True
"Block office, Gursarai",JHANSI,Jhansi,-,25.613486,79.186343,9,837,2026-01-01 00:00:00,2026-09-04 00:00:00,True
Budh Sainy_1,BAGHPAT,-,-,28.995556,77.427222,8,670,2026-01-01 06:00:00,2026-09-05 18:00:00,True
Chakara  P_1,JHANSI,-,-,25.218333,79.26,8,672,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Chandi Kalan,HAMIRPUR,-,-,25.600441,80.224573,8,680,2026-01-01 06:00:00,2026-09-05 18:00:00,True
Chhibaw_1,BANDA,-,-,25.363698,80.491501,8,662,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Chirautha,BANDA,-,-,25.66132542,80.4762682,8,597,2026-01-11 18:00:00,2026-09-05 18:00:00,True
Chitrakoot Karvi Khoha,CHITRAKOOT,Chitrakoot,-,25.20894,80.96,9,853,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Chitrakoot Karvi Shivrampur,CHITRAKOOT,Chitrakoot,-,25.217005,80.837699,9,905,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Chitrakoot Manikpur Agarhudha,CHITRAKOOT,Chitrakoot,-,25.211035,81.113057,9,857,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Chitrakoot Manikpur Sardar Patel,CHITRAKOOT,Chitrakoot,-,25.23231,81.139761,9,534,2026-01-01 00:00:00,2026-09-02 06:00:00,True
Chorwa Bhari Prathmik Vidyalaya,SHRAWASTI,-,-,27.63231,81.977,9,811,2026-01-01 00:00:00,2026-09-05 12:00:00,True
"Community Center, Ghorawal",SONBHADRA,-,-,24.7523638,82.7808874,9,801,2026-01-01 00:00:00,2026-09-05 12:00:00,True
Comosite School Campus Badalganj,AZAMGARH,-,-,25.875983,83.310721,9,892,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Composite Girls Primary School Mai,JALAUN,-,-,26.385551,79.191725,9,912,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Composite School Basantpur Saitali-1,GHAZIABAD,-,-,28.750761,77.48058,8,688,2026-01-01 00:00:00,2026-08-15 18:00:00,True
Composite School Biralsi,MUZAFFARNAGAR,-,-,29.567471,77.513423,8,864,2026-01-01 00:00:00,2026-08-27 18:00:00,True
Composite School Kilhora,GHAZIABAD,-,-,28.776402,77.673884,9,900,2026-01-02 00:00:00,2026-09-05 18:00:00,True
Composite School Nagla Bair,GHAZIABAD,-,-,28.786482,77.584175,8,808,2026-01-01 00:00:00,2026-08-09 18:00:00,True
Composite School Sagarpur,MIRZAPUR,-,-,25.202642,82.541757,9,900,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Composite School Sanjarpur,MIRZAPUR,Mirzapur,-,26.00904,82.971338,9,888,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Composite School katar,AZAMGARH,-,-,26.070408,82.708924,9,896,2026-01-01 00:00:00,2026-09-05 18:00:00,True
"Composite School, Dhamna Khurd",FATEHPUR,-,-,26.046995,80.274238,8,684,2026-01-01 00:00:00,2026-08-15 18:00:00,True
"Composite School, Ghamhapur",MIRZAPUR,-,-,25.151821,82.500563,9,904,2026-01-01 00:00:00,2026-09-05 18:00:00,True
"Composite School, Mungari",SANT RAVIDAS NAGAR,-,-,25.3578684,82.3248958,9,801,2026-01-01 00:00:00,2026-09-05 12:00:00,True
"Composite School, Pathraha",MIRZAPUR,-,-,25.0898964,82.7618449,9,821,2026-01-01 00:00:00,2026-09-05 12:00:00,True
"Composite Uccha Prathmik Vidhyalaya, Paltadevi",SIDDHARTHNAGAR,-,-,27.402635,83.024077,9,896,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Composite Upper Primary School Sajania,SIDDHARTHNAGAR,-,-,27.250044,83.044202,9,920,2026-01-01 00:00:00,2026-09-05 18:00:00,True
DEOCHALI C.V. VIDYALAYA,FATEHPUR,-,-,26.005258,80.340634,9,818,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Datt Naga_1,BAGHPAT,-,-,28.920261,77.401781,8,674,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Deoria Bhaluwani Markna,GORAKHPUR,-,-,26.328658,83.796855,9,842,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Deoria Bhatani Mishrauli Dichit,GORAKHPUR,-,-,26.395355,83.950282,8,666,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Deoria Bhatpar Rani Dharkwan,GORAKHPUR,-,-,26.281971,83.98506,9,836,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Deoria Salempur Manihari,GORAKHPUR,-,-,26.324727,83.895237,9,793,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Deoria Tarkulwa Tarkulwa,GORAKHPUR,-,-,26.627487,83.890943,9,873,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Devrar_1,BANDA,-,-,25.263486,80.427572,8,659,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Dhikauli,JHANSI,-,-,25.4936,78.45125,8,669,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Etah Aavagarh Badhawali,AGRA,-,-,27.527159,78.372312,9,805,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Etah Jalesar Hasangarh,AGRA,-,-,27.492,78.351,9,839,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Etah Jalesar Sakrauli,AGRA,-,-,27.39305,78.30936,9,856,2026-01-01 00:00:00,2026-09-05 18:00:00,True
FAREDUPUR PRATHMIK VIDYALAYA,PRATAPGARH,-,-,25.728768,81.50885,9,802,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Firozabad Madanpur Rudhawali,AGRA,-,-,27.038936,78.7711659,8,606,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Fugana_1,MUZAFFARNAGAR,-,-,29.334112,77.388351,8,687,2026-01-01 00:00:00,2026-09-05 18:00:00,True
GOVINDPUR BILARI PRATHMIK VIDYALAYA,FATEHPUR,-,-,25.963732,80.341446,9,798,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Gadhela Panchayat Bhawan,JALAUN,-,-,26.233524,79.416822,9,892,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Gloragundera/Gewara,LALITPUR,-,-,25.15888,78.51844,8,682,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Gorakhpur Barahalganj Bhatpar (Saukhor),GORAKHPUR,Gorakhpur,-,26.332518,83.486744,9,839,2026-01-01 06:00:00,2026-09-05 18:00:00,True
Gorakhpur Barahalganj Ojhauli,GORAKHPUR,Gorakhpur,-,26.290279,83.477789,9,904,2026-01-01 00:00:00,2026-09-05 00:00:00,True
Gorakhpur Belghat Belghat,GORAKHPUR,Gorakhpur,-,26.432863,83.16397,9,836,2026-01-01 00:00:00,2026-09-04 00:00:00,True
Gorakhpur Belghat Murarpur,GORAKHPUR,Gorakhpur,-,26.416214,83.260961,9,790,2026-01-01 00:00:00,2026-09-05 00:00:00,True
Gorakhpur Chargaon Beniganj,GORAKHPUR,Gorakhpur,-,26.851039,83.411243,9,873,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Gorakhpur Gagaha Gagaha,GORAKHPUR,Gorakhpur,-,26.448899,83.437416,9,831,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Gorakhpur Gola Dhakwarchak,GORAKHPUR,Gorakhpur,-,26.405964,83.35375,9,844,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Gorakhpur Gola Gopalpur Patham,GORAKHPUR,Gorakhpur,-,26.370555,83.321349,9,845,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Gorakhpur Gola Turkwaliya,GORAKHPUR,Gorakhpur,-,26.877581,83.255728,9,881,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Gorakhpur Kauriram Dhausa,GORAKHPUR,Gorakhpur,-,26.502734,83.395847,9,884,2026-01-01 00:00:00,2026-09-05 00:00:00,True
Gorakhpur Kauriram Jagdispur Bhaluwan 2Nd,GORAKHPUR,Gorakhpur,-,26.442209,83.437771,9,843,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Gorakhpur Pali Dumari Niwas,GORAKHPUR,Gorakhpur,-,26.850334,83.145914,9,880,2026-01-01 00:00:00,2026-09-05 00:00:00,True
Gorakhpur Pali Pali,GORAKHPUR,Gorakhpur,-,26.820966,83.199014,9,870,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Gorakhpur Sahjanwa Kasrol,GORAKHPUR,Gorakhpur,-,26.757395,83.15174,9,890,2026-01-01 00:00:00,2026-09-04 12:41:00,True
Gorakhpur Sardarnagr Awadpur,GORAKHPUR,Gorakhpur,-,26.673028,83.538627,9,849,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Gorakhpur Urwa Malhanpar,GORAKHPUR,Gorakhpur,-,26.54411,83.288612,9,896,2026-01-01 00:00:00,2026-09-05 00:00:00,True
Goshala Bada Gaon,BANDA,-,-,25.507743,80.645981,9,896,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Goshala Bankat,BANDA,-,-,25.557483,80.948938,9,888,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Goshala Basela,HAMIRPUR,-,-,25.533503,79.50998,9,892,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Goshala Bhadehdu,BANDA,-,-,25.462597,80.706021,9,900,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Goshala Churaha,HAMIRPUR,-,-,25.731688,79.494467,9,752,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Goshala Ghuri,BANDA,-,-,25.427643,80.564512,9,900,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Goshala Pachhahan,BANDA,-,-,25.532277,80.927357,9,888,2026-01-02 00:00:00,2026-09-05 18:00:00,True
Goyla,MUZAFFARNAGAR,MUZAFFARNAGAR,-,29.305,77.5925,9,831,2026-01-01 00:00:00,2026-09-05 12:00:00,True
"Gram Panchayat Sachiwalaya / D.B.R. Ambedkar Samudayak Bhawan, Durkhuroo",JHANSI,-,-,25.604794,79.305284,9,884,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Grampunchayat Sachiwalaya Deori,SONBHADRA,-,-,24.671632,83.147754,9,892,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Gundaha,HAMIRPUR,-,-,25.6046,80.162658,8,618,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Gyana Majra Pr. Vid.,MUZAFFARNAGAR,CHARTHAWAL,CHARTHAWAL,29.58694444,77.49777778,9,823,2026-01-01 00:00:00,2026-09-05 12:00:00,True
HARNHAPUR PRATHAMIK VIDYALAYA,PRATAPGARH,-,-,25.829221,81.995258,9,790,2026-01-01 00:00:00,2026-09-05 18:00:00,True
HOLAGARH PURV MADHYAMIK VIDYALAYA,PRATAPGARH,-,-,25.641014,81.774224,9,802,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Halwana,SAHARANPUR,Saharanpur,-,30.054007,77.717608,9,823,2026-01-01 00:00:00,2026-09-05 12:00:00,True
Hamirpur Kurara Damar,CHITRAKOOT,-,-,25.983688,79.960714,9,836,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Hamirpur Kurara Jalokhar,CHITRAKOOT,-,-,25.965865,80.021851,9,794,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Hamirpur Sarila Purani,CHITRAKOOT,-,-,25.755058,79.771884,9,907,2026-01-01 02:50:00,2026-09-05 18:00:00,True
Hamirpur Sumerpur Etara,CHITRAKOOT,-,-,25.778761,80.1550852,9,844,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Hamirpur Sumerpur Para,CHITRAKOOT,-,-,25.807394,80.194179,9,844,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Hathras Hathras Hathras,AGRA,-,-,27.627038,78.136311,9,946,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Hathras Mursan Chandapa Sandh,AGRA,-,-,27.520875,78.04112,9,906,2026-01-02 18:00:00,2026-09-05 00:00:00,True
High School & Inter College Boroda,MUZAFFARNAGAR,-,-,29.248289,77.433039,8,679,2026-01-01 00:00:00,2026-09-05 18:00:00,True
"ITI Campus, ITI Campus Area",MUZAFFARNAGAR,-,-,29.441185,77.700481,9,781,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Inter Collage Khampar,DEORIA,-,-,26.355798,84.059758,9,904,2026-01-01 00:00:00,2026-09-05 18:00:00,True
"Inter College, Sarv Hitakari",BAGHPAT,-,-,28.953525,78.291638,9,811,2026-01-01 00:00:00,2026-09-05 18:00:00,True
"Inter college, Tindwara",BANDA,Banda,-,25.420436,80.363969,8,891,2026-01-05 12:00:00,2026-08-29 00:00:00,True
"Irrigation Department, Amawar",SONBHADRA,-,-,24.1269591,83.294159,9,817,2026-01-01 00:00:00,2026-09-05 12:00:00,True
Jamalpur_2,LALITPUR,-,-,24.92512,78.48457,8,679,2026-01-01 00:00:00,2026-09-05 18:00:00,True
"Janata Inter College, Lachheda",MUZAFFARNAGAR,-,-,29.410389,77.658445,9,931,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Jauharpur,BANDA,-,-,25.708463,80.56846,8,687,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Jaunpur Dobhi Bagerwa,VARANASI,-,-,25.596996,83.013419,8,792,2026-01-01 00:00:00,2026-08-27 16:38:00,True
Jaunpur Dobhi Bankati,VARANASI,-,-,25.613383,83.012806,9,481,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Jaunpur Dobhi Kachhawan,VARANASI,-,-,25.62784,83.003728,9,457,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Jaunpur Dobhi Kakarapar,VARANASI,-,-,25.589937,83.038319,9,485,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Jaunpur Jalalpur Katuwani,VARANASI,-,-,25.602903,82.852917,9,832,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Jaunpur Jalalpur Vanpurwa,VARANASI,-,-,25.598358,82.817138,9,827,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Jaunpur Jalalpur Vind,VARANASI,-,-,25.581071,82.845642,9,814,2026-01-01 06:00:00,2026-09-05 18:00:00,True
Jaunpur Kerakat  Kharg Senpur,VARANASI,-,-,25.598953,82.873162,9,879,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Jaunpur Kerakat Barbaspur (Sohani),VARANASI,-,-,25.598945,82.873246,9,850,2026-01-01 00:00:00,2026-09-04 00:00:00,True
Jaunpur Kerakat Mahali,VARANASI,-,-,25.579298,82.947359,9,853,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Jaunpur Kerakat Nihalapur,VARANASI,-,-,25.58865,82.891742,9,858,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Jaunpur Rampur Kamaruddin,VARANASI,-,-,25.435949,82.712692,9,830,2026-01-01 06:00:00,2026-09-05 18:00:00,True
Jaunpur Rampur Kaseru Nonara,VARANASI,-,-,25.476637,82.620935,9,489,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Jaunpur Rampur Kathwatiya,VARANASI,-,-,25.441039,82.700215,9,853,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Jaunpur Rampur Sultanpur,VARANASI,-,-,25.461207,82.638461,9,836,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Jaurahi_1,BANDA,-,-,25.482499,80.438701,8,644,2026-01-09 12:00:00,2026-09-05 18:00:00,True
"Jr. High School, Purwa Tarouha",CHITRAKOOT,-,-,25.2842,81.2466,8,654,2026-01-01 00:00:00,2026-09-05 00:00:00,True
Junior High School Sihiriya,JHANSI,-,-,25.244208,78.522504,9,908,2026-01-01 00:00:00,2026-09-05 06:00:00,True
KOSHAK IMAM PRATHMIK VIDYALAYA,KAUSHAMBI,-,-,25.355687,81.389265,9,682,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Kamhariya_1,HAMIRPUR,-,-,25.70844,80.03506,8,675,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Kandhari Kala,LALITPUR,-,-,25.18166,78.56607,8,682,2026-01-01 06:00:00,2026-09-05 18:00:00,True
Khedki_1,BAGHPAT,-,-,29.038889,77.237337,8,681,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Khojapur,AZAMGARH,Azamgarh,-,26.068889,83.238889,9,827,2026-01-01 00:00:00,2026-09-05 12:00:00,True
Khursropur,MUZAFFARNAGAR,MUZAFFARNAGAR,-,29.513333,77.576389,9,823,2026-01-01 00:00:00,2026-09-05 12:00:00,True
Kukwa Khaas,BANDA,-,-,25.73427,80.40697157,8,673,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Kusarma,MAHOBA,-,-,25.474473,79.705984,8,663,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Kushinagar Captanganj Captanganj,GORAKHPUR,-,-,26.929571,83.722809,9,840,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Kushinagar Captanganj Senduriya Vishunpur,GORAKHPUR,-,-,26.853547,83.570716,9,896,2026-01-01 00:00:00,2026-09-05 00:00:00,True
Kushinagar Dudhai Dudhai,GORAKHPUR,-,-,26.797767,84.156572,9,818,2026-01-01 00:00:00,2026-09-05 00:00:00,True
Kushinagar Dudhai Gorariya,GORAKHPUR,-,-,26.842403,84.1513214,9,860,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Kushinagar Dudhai Lala Chhapra,GORAKHPUR,-,-,26.816625,84.087488,9,856,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Kushinagar Fazilnagar  Belwakala,GORAKHPUR,-,-,26.641525,84.032483,9,870,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Kushinagar Fazilnagar Jokwa Bujurg,GORAKHPUR,-,-,26.69364,84.013048,9,846,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Kushinagar Fazilnagar Narayanpur Khoti,GORAKHPUR,-,-,26.585795,84.010243,9,862,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Kushinagar Khadda Basdila,GORAKHPUR,-,-,27.17613,83.885634,9,830,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Kushinagar Khadda Khadda,GORAKHPUR,-,-,26.863188,83.958825,9,925,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Kushinagar Motichak Mathauli Bazar,GORAKHPUR,-,-,26.857247,83.748407,9,817,2026-01-01 00:00:00,2026-09-04 00:00:00,True
Kushinagar Motichak Motichak,GORAKHPUR,-,-,26.788696,83.716851,9,877,2026-01-01 00:00:00,2026-09-05 00:00:00,True
Kushinagar Sewarhi  Rampur Bagra N0.2,GORAKHPUR,-,-,26.615684,84.3281556,9,850,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Kushinagar Sewarhi Sewarhi,GORAKHPUR,-,-,26.724761,84.216518,9,857,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Kushinagar Tamkuhi Rajwatiya,GORAKHPUR,-,-,26.689937,84.115806,9,896,2026-01-01 00:00:00,2026-09-05 00:00:00,True
Kushinagar Tamkuhi Tamkuhi,GORAKHPUR,-,-,26.88383,84.012076,9,842,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Ladaka Purwa,BANDA,-,-,25.50235471,80.35637947,8,692,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Lagdi Gullar Prathmik Vidyalaya,SHRAWASTI,-,-,27.596,81.7717,9,824,2026-01-01 00:00:00,2026-09-05 18:00:00,True
Luktra,BANDA,-,-,25.610073,80.320509,8,592,2026-01-01 00:00:00,2026-09-05 18:00:00,True
